Date,alpha,beta,rho,sigma,Duration
5/11/2018,1.668816712904458,0.8,-0.6892887405011726,0.363119761572707,99.0
5/14/2018,1.7217605880501963,0.8,-0.5524004632849661,0.33579214364326027,96.0
5/15/2018,1.8279689334644404,0.8,-0.673356975644588,0.35386097533592575,95.0
5/16/2018,1.8744676595674328,0.8,-0.7301418648752104,0.35042524345622134,94.0
5/17/2018,1.7987591339760456,0.8,-0.6874522121186599,0.35365733734767074,93.0
5/18/2018,1.824811291291475,0.8,-0.7173309614987111,0.35376395118227827,92.0
5/21/2018,1.9994473845965746,0.8,-0.7037767015336924,0.31878174997736763,89.0
5/22/2018,1.7251582827336618,0.8,-0.6933223234587392,0.32943243833416025,88.0
5/23/2018,1.724831998922492,0.8,-0.618680460698884,0.31308642151105465,87.0
5/24/2018,0.1903299764548428,0.8,-1.0,0.39448779637899306,86.0
5/25/2018,1.9144978375512618,0.8,-0.8067106011580165,0.3441463060651055,85.0
5/29/2018,2.0443064506328965,0.8,-0.6652662699896782,0.3714945671559156,81.0
5/30/2018,2.034491649046176,0.8,-0.6865781368228965,0.35269153561529354,80.0
5/31/2018,2.0602317642614403,0.8,-0.7819149549047038,0.36949378978738956,79.0
6/1/2018,2.1578268286677442,0.8,-0.7381328301311694,0.332020056040391,78.0
6/4/2018,2.272209554186002,0.8,-0.6048571949905895,0.3161044087247226,75.0
6/5/2018,2.171832906578869,0.8,-0.7377428028453613,0.32473863898666105,74.0
6/6/2018,2.25060140941749,0.8,-0.7486858533735475,0.2982595595656977,73.0
6/7/2018,1.8821214816433778,0.8,-0.7064452639459214,0.3326750948757783,107.0
6/8/2018,1.7234578370652918,0.8,-0.7949713257577794,0.3436451896845226,106.0
6/11/2018,1.7044573698853056,0.8,-0.7234201996718925,0.3441831593682805,103.0
6/12/2018,1.7605444830518953,0.8,-0.6535096570532154,0.3354608225382543,102.0
6/13/2018,1.7887310796890392,0.8,-0.5796423017521678,0.342698488563811,101.0
6/14/2018,1.7991304532820092,0.8,-0.6278320302785005,0.3336353929735004,100.0
6/15/2018,3.513005998079743,0.8,-0.2577984565009695,0.19125343231588401,99.0
6/18/2018,0.8006587708709977,0.8,-0.46738521183366616,0.3502700586009186,96.0
6/19/2018,1.92275550383309,0.8,-0.6327243929811583,0.35496609272612656,95.0
6/20/2018,1.8799948346519384,0.8,-0.6540497781601008,0.3474689950358689,94.0
6/21/2018,0.5273837080978869,0.8,-1.0,0.4298193757431203,93.0
6/22/2018,1.9466674879236257,0.8,-0.6185969294567477,0.3507977411526479,92.0
6/25/2018,1.8729557916178077,0.8,-0.5702386330036499,0.41684841904215025,89.0
6/26/2018,2.724190379507102,0.8,-0.5170592813321855,0.33853555130575547,88.0
6/27/2018,3.0717807127131898,0.8,-0.3549924488513786,0.32044842504003523,87.0
6/28/2018,1.317988683958538,0.8,-0.8509450042372803,0.48427487191696333,86.0
6/29/2018,1.7958643599448558,0.8,-0.7989162407812845,0.41565358671928526,85.0
7/2/2018,1.7019469527523774,0.8,-0.8280224685201922,0.41894967347091633,82.0
7/3/2018,1.8192975948498202,0.8,-0.8438628553630705,0.4243440628736827,81.0
7/5/2018,1.2215972110838291,0.8,-0.7313873935323831,0.4273517888379177,79.0
7/6/2018,2.026291191174696,0.8,-0.6930246777065175,0.36173191526595294,78.0
7/9/2018,2.888688542396397,0.8,-0.4643185495205774,0.2713012478526375,75.0
7/10/2018,1.0050172376359117,0.8,-1.0,0.3907846943644918,74.0
7/11/2018,2.165711082957012,0.8,-0.6607814611969696,0.3446770047588204,73.0
7/12/2018,2.112822504306293,0.8,-0.7842566244555129,0.33531613541910454,79.0
7/13/2018,2.1784470550900408,0.8,-0.716322887410848,0.30495483908527726,78.0
7/16/2018,2.277273550463015,0.8,-0.6690491591130141,0.31171245914300394,75.0
7/17/2018,2.526019464509657,0.8,-0.6481892426555954,0.28590499742937425,74.0
